,
0.193973,
0.161123,
0.454242,
0.608308,
0.332565,
0.189957,
0.156058,
0.346112,
0.142439,
0.117132,
0.110444,
0.204414,
0.682097,
0.588856,
0.194934,
0.128254,
0.213428,
0.599041,
0.046487,
0.026524,
0.137669,
0.566339,
0.475676,
0.149861,
0.085380,
0.206342,
0.893468,
0.036070,
0.003789,
0.019722,
0.386335,
0.050714,
0.044432,
0.050102,
0.209045,
0.759321,
0.031357,
0.019752,
0.076309,
0.637226,
0.016816,
0.010051,
0.012590,
0.098160,
0.504484,
0.162753,
0.155636,
0.384657,
0.717782,
0.141133,
0.031858,
0.023539,
0.100629,
0.065764,
0.162551,
0.186780,
0.427192,
0.836273,
0.183495,
0.097846,
0.059184,
0.075979,
0.267019,
0.308198,
0.366026,
0.363916,
0.605671,
0.206619,
0.233212,
0.188512,
0.260485,
0.183833,
0.174662,
0.168057,
0.263815,
0.620006,
0.612237,
0.206862,
0.107671,
0.155663,
0.138694,
0.050666,
0.027873,
0.177530,
0.699619,
0.642949,
0.179176,
0.064466,
0.082420,
0.186309,
0.027577,
0.009679,
0.021588,
0.965230,
0.109009,
0.040215,
0.034173,
0.132789,
0.094533,
0.039625,
0.044200,
0.024736,
0.990165,
0.017646,
0.034957,
0.034376,
0.061527,
0.072222,
0.055454,
0.098384,
0.145246,
0.972654,
0.082169,
0.055252,
0.041960,
0.057549,
0.052637,
0.064707,
0.110470,
0.188079,
0.958954,
0.108633,
0.078803,
0.072131,
0.051568,
0.183456,
0.204180,
0.279388,
0.524698,
0.678604,
0.201574,
0.177852,
0.172431,
0.093756,
0.143643,
0.116873,
0.182413,
0.417555,
0.695094,
0.476801,
0.158931,
0.124582,
0.082505,
0.114977,
0.081673,
0.132588,
0.266415,
0.704802,
0.593784,
0.161814,
0.101206,
0.076173,
0.098376,
0.053030,
0.055158,
0.071406,
0.968014,
0.183695,
0.044675,
0.035308,
0.073019,
0.082303,
0.025946,
0.037645,
0.011129,
0.990160,
0.011003,
0.030631,
0.042646,
0.087847,
0.096559,
0.044470,
0.050533,
0.050069,
0.981035,
0.103817,
0.042333,
0.047412,
0.079937,
0.052150,
0.045690,
0.050251,
0.111871,
0.973409,
0.157087,
0.053837,
0.051036,
0.049481,
0.061809,
0.067174,
0.212526,
0.496274,
0.804166,
0.203712,
0.088191,
0.060541,
0.024247,
0.052204,
0.034170,
0.174676,
0.514211,
0.804689,
0.220560,
0.050298,
0.046254,
0.018485,
0.130902,
0.086533,
0.141150,
0.408625,
0.807494,
0.327049,
0.082150,
0.081804,
0.126611,
0.184150,
0.088025,
0.059127,
0.063525,
0.939965,
0.098926,
0.044082,
0.054290,
0.229341,
0.112343,
0.027285,
0.017750,
0.012604,
0.970197,
0.013361,
0.019383,
0.057206,
0.202612,
0.259406,
0.066374,
0.039776,
0.040911,
0.899974,
0.186949,
0.068223,
0.135057,
0.239272,
0.057764,
0.047400,
0.092257,
0.203662,
0.922703,
0.274638,
0.067545,
0.076602,
0.084796,
0.061416,
0.060269,
0.209390,
0.439674,
0.831526,
0.230679,
0.069802,
0.060178,
0.047921,
0.051919,
0.028498,
0.126883,
0.406955,
0.898743,
0.074171,
0.027602,
0.020974,
0.018404,
0.074913,
0.046142,
0.052054,
0.307834,
0.936009,
0.070668,
0.024226,
0.032343,
0.109761,
0.154740,
0.055074,
0.026003,
0.002731,
0.960151,
0.011411,
0.021369,
0.038771,
0.219908,
0.338492,
0.073106,
0.027475,
0.008006,
0.880787,
0.008263,
0.019572,
0.064072,
0.314511,
0.804499,
0.114318,
0.063197,
0.015180,
0.013642,
0.099538,
0.066550,
0.150754,
0.546114,
0.303425,
0.080827,
0.114060,
0.356504,
0.669813,
0.452488,
0.125007,
0.128736,
0.275139,
0.100261,
0.059038,
0.093986,
0.437253,
0.796196,
0.344509,
0.146161,
0.089288,
0.067006,
0.118206,
0.044544,
0.035528,
0.317409,
0.925508,
0.106163,
0.085634,
0.036724,
0.074262,
0.337522,
0.061726,
0.027091,
0.222585,
0.895448,
0.078760,
0.045101,
0.030695,
0.144860,
0.361052,
0.057584,
0.025896,
0.009445,
0.913542,
0.024010,
0.024532,
0.023041,
0.171167,
0.423370,
0.085477,
0.023277,
0.022323,
0.857404,
0.009450,
0.014356,
0.063661,
0.270041,
0.776935,
0.159137,
0.059248,
0.031492,
0.019380,
0.040536,
0.038263,
0.115250,
0.591423,
0.324448,
0.101055,
0.051312,
0.199597,
0.340077,
0.754879,
0.222799,
0.093522,
0.313320,
0.119093,
0.105490,
0.072712,
0.308943,
0.542558,
0.697993,
0.277021,
0.090767,
0.086101,
0.105623,
0.096352,
0.061690,
0.342416,
0.901656,
0.134160,
0.128974,
0.059385,
0.085802,
0.366786,
0.087462,
0.028352,
0.278302,
0.861257,
0.070870,
0.062008,
0.064606,
0.157350,
0.372527,
0.080387,
0.019793,
0.027105,
0.905195,
0.020886,
0.030877,
0.044398,
0.175772,
0.247141,
0.080934,
0.037068,
0.036359,
0.941618,
0.033363,
0.025832,
0.080756,
0.186357,
0.579317,
0.315476,
0.167914,
0.093176,
0.061644,
0.101799,
0.113725,
0.244089,
0.664318,
0.239307,
0.150062,
0.064599,
0.046808,
0.188288,
0.824376,
0.297739,
0.154118,
0.293943,
0.453919,
0.178079,
0.109182,
0.161540,
0.288762,
0.604905,
0.220624,
0.172067,
0.443456,
0.386096,
0.159093,
0.135111,
0.270532,
0.722914,
0.101509,
0.083603,
0.149138,
0.414773,
0.234855,
0.123588,
0.095693,
0.233758,
0.885427,
0.033673,
0.070669,
0.144419,
0.234101,
0.140052,
0.069442,
0.033699,
0.032011,
0.980230,
0.018255,
0.041495,
0.067920,
0.076711,
0.114208,
0.083908,
0.049673,
0.048908,
0.975629,
0.053393,
0.035166,
0.086923,
0.107529,
0.531051,
0.419575,
0.283372,
0.166841,
0.111117,
0.188369,
0.186775,
0.327251,
0.493966,
0.510006,
0.346356,
0.243767,
0.159486,
0.266524,
0.254624,
0.189356,
0.340754,
0.497234,
0.672796,
0.205393,
0.120904,
0.103087,
0.119420,
0.108682,
0.089858,
0.177495,
0.643632,
0.647181,
0.226963,
0.139342,
0.123706,
0.248431,
0.053973,
0.092244,
0.158411,
0.629834,
0.537605,
0.337965,
0.200157,
0.164927,
0.507094,
0.060342,
0.139206,
0.205552,
0.455063,
0.120947,
0.070928,
0.046723,
0.026839,
0.984123,
0.022002,
0.043963,
0.053800,
0.060235,
0.248348,
0.043521,
0.022558,
0.040634,
0.757102,
0.039405,
0.078724,
0.044017,
0.592772,
0.530849,
0.106184,
0.064770,
0.046842,
0.041566,
0.067694,
0.056155,
0.071265,
0.828247,
0.610088,
0.097819,
0.082260,
0.053643,
0.040619,
0.054748,
0.047486,
0.087724,
0.770702,
0.628994,
0.100149,
0.065990,
0.049014,
0.031083,
0.024866,
0.053122,
0.068306,
0.760597,
0.716896,
0.128209,
0.071675,
0.051040,
0.029782,
0.029057,
0.063820,
0.053503,
0.673212,
0.734276,
0.134765,
0.066553,
0.056415,
0.041182,
0.037424,
0.066662,
0.045709,
0.652254,
0.448891,
0.049994,
0.085010,
0.035335,
0.802713,
0.020362,
0.033552,
0.028090,
0.375293,
