0.859975,
0.091358,
0.078091,
0.038700,
0.451655,
0.056676,
0.131156,
0.097986,
0.102436,
0.941431,
0.137808,
0.044288,
0.024250,
0.012207,
0.040014,
0.062599,
0.067010,
0.286369,
0.919062,
0.134474,
0.043236,
0.019336,
0.008042,
0.020249,
0.031388,
0.022945,
0.364708,
0.928260,
0.085919,
0.036625,
0.024494,
0.015599,
0.019923,
0.043177,
0.054364,
0.351496,
0.897426,
0.085676,
0.028049,
0.030244,
0.025152,
0.021551,
0.031064,
0.068286,
0.422918,
0.955681,
0.076824,
0.056395,
0.044132,
0.032496,
0.029737,
0.022702,
0.046359,
0.266532,
0.920101,
0.083269,
0.077726,
0.106071,
0.291479,
0.038142,
0.080383,
0.031356,
0.187961,
0.186382,
0.094172,
0.075770,
0.056135,
0.913260,
0.122047,
0.137889,
0.222832,
0.172902,
0.361281,
0.257009,
0.129390,
0.078842,
0.106271,
0.211785,
0.216720,
0.648179,
0.507163,
0.341776,
0.258701,
0.134430,
0.113766,
0.112434,
0.109003,
0.220787,
0.602485,
0.590755,
0.403170,
0.240396,
0.146754,
0.178542,
0.221479,
0.143232,
0.316338,
0.570177,
0.481156,
0.285230,
0.230995,
0.225360,
0.220844,
0.280403,
0.220500,
0.275084,
0.704373,
0.258203,
0.322298,
0.423671,
0.334595,
0.247668,
0.255001,
0.233156,
0.203155,
0.576832,
0.223473,
0.259649,
0.378036,
0.200277,
0.161168,
0.821726,
0.126904,
0.087130,
0.089027,
0.129343,
0.034317,
0.025412,
0.025948,
0.028920,
0.963996,
0.100256,
0.171237,
0.107380,
0.128353,
0.083306,
0.269937,
0.171476,
0.074166,
0.108706,
0.172775,
0.344159,
0.704254,
0.478751,
0.132334,
0.264884,
0.216145,
0.248393,
0.205549,
0.054464,
0.187438,
0.672835,
0.520433,
0.231271,
0.270530,
0.205238,
0.362806,
0.308511,
0.160561,
0.302286,
0.515689,
0.470431,
0.423127,
0.210189,
0.263184,
0.284497,
0.229148,
0.238496,
0.316180,
0.553863,
0.332350,
0.453114,
0.177641,
0.237606,
0.192721,
0.150834,
0.141603,
0.194376,
0.548293,
0.536959,
0.248361,
0.239016,
0.109091,
0.130211,
0.651766,
0.079029,
0.065113,
0.340486,
0.548742,
0.050819,
0.052712,
0.082672,
0.124425,
0.967085,
0.047493,
0.116112,
0.084802,
0.118912,
0.142985,
0.541093,
0.617573,
0.423559,
0.067697,
0.073468,
0.198928,
0.184465,
0.205903,
0.111733,
0.457631,
0.443066,
0.577449,
0.239087,
0.033196,
0.092307,
0.320124,
0.281196,
0.108623,
0.296424,
0.287443,
0.588238,
0.451722,
0.217039,
0.212956,
0.310652,
0.280487,
0.360263,
0.186887,
0.280941,
0.314400,
0.453037,
0.381827,
0.377665,
0.263148,
0.307566,
0.477962,
0.039259,
0.138295,
0.131385,
0.208891,
0.184425,
0.266045,
0.374925,
0.666803,
0.147165,
0.034893,
0.033771,
0.030597,
0.479575,
0.147772,
0.031963,
0.316808,
0.788562,
0.053870,
0.085349,
0.111585,
0.246817,
0.938536,
0.133825,
0.051875,
0.099342,
0.071595,
0.086128,
0.196099,
0.396773,
0.591622,
0.516027,
0.392337,
0.081845,
0.117837,
0.076718,
0.099750,
0.264910,
0.335063,
0.687913,
0.475996,
0.294204,
0.073885,
0.092098,
0.085511,
0.110260,
0.256372,
0.286016,
0.751807,
0.422723,
0.244401,
0.140929,
0.112490,
0.064474,
0.094542,
0.161658,
0.266248,
0.442425,
0.596290,
0.463569,
0.338145,
0.102598,
0.054537,
0.279205,
0.097595,
0.141342,
0.242578,
0.487068,
0.433974,
0.444426,
0.254305,
0.382029,
0.089697,
0.014308,
0.009522,
0.007630,
0.817673,
0.142742,
0.006637,
0.162822,
0.525436,
0.049407,
0.068485,
0.079643,
0.209368,
0.901546,
0.161159,
0.194814,
0.242691,
0.084152,
0.068379,
0.082387,
0.170476,
0.424318,
0.701830,
0.429854,
0.198591,
0.232403,
0.092950,
0.234740,
0.193104,
0.228551,
0.428319,
0.683521,
0.385285,
0.093428,
0.151647,
0.156666,
0.367266,
0.325775,
0.268497,
0.500185,
0.212569,
0.232654,
0.227146,
0.472460,
0.250168,
0.110664,
0.295533,
0.233188,
0.492194,
0.407323,
0.326165,
0.323503,
0.462193,
0.114941,
0.162813,
0.359609,
0.283115,
0.409320,
0.521153,
0.319836,
0.284294,
0.359497,
0.111906,
0.042872,
0.022094,
0.018658,
0.037148,
0.986791,
0.057604,
0.036144,
0.125758,
0.041822,
0.107518,
0.128750,
0.089777,
0.101930,
0.907753,
0.155726,
0.204015,
0.232395,
0.097564,
0.088239,
0.131476,
0.161967,
0.246573,
0.585990,
0.469649,
0.398408,
0.363331,
0.182222,
0.259845,
0.161002,
0.194512,
0.207076,
0.576496,
0.494461,
0.352472,
0.263485,
0.235253,
0.310195,
0.190341,
0.132383,
0.097364,
0.144850,
0.239757,
0.395314,
0.711912,
0.314624,
0.099277,
0.181675,
0.081146,
0.112215,
0.199224,
0.276049,
0.593248,
0.659360,
0.188065,
0.124276,
0.280005,
0.161376,
0.167997,
0.312624,
0.395576,
0.692143,
0.306845,
0.156391,
0.087705,
0.086805,
0.040132,
0.050161,
0.960942,
0.089433,
0.080722,
0.180778,
0.100206,
0.119902,
0.134011,
0.065032,
0.009656,
0.969623,
0.118562,
0.057529,
0.047172,
0.059846,
0.094238,
0.101305,
0.054925,
0.076884,
0.500206,
0.650292,
0.462755,
0.230895,
0.177171,
0.056600,
0.028238,
0.021679,
0.065371,
0.395671,
0.642575,
0.626283,
0.142089,
0.096844,
0.084079,
0.034501,
0.065923,
0.074770,
0.337287,
0.539339,
0.633605,
0.391134,
0.150711,
0.046362,
0.058217,
0.066090,
0.102915,
0.390770,
0.515075,
0.647695,
0.356606,
0.121743,
0.066727,
0.124231,
0.087014,
0.124313,
0.348288,
0.508791,
0.717689,
0.199705,
0.148180,
0.122100,
0.133072,
0.063992,
0.065300,
0.953865,
0.063571,
0.082291,
0.136832,
0.140105,
0.017552,
0.017408,
0.013067,
0.006068,
0.996971,
0.010708,
0.006281,
0.007913,
0.070802,
0.188505,
0.174689,
0.079144,
0.068509,
0.561996,
0.611882,
0.429951,
0.113949,
0.186849,
0.059009,
0.066183,
0.022302,
0.019742,
0.428584,
0.780222,
0.439407,
0.049212,
0.057613,
0.063599,
0.051652,
0.064996,
0.092466,
0.438005,
0.776920,
0.399671,
0.110886,
0.114141,
0.061289,
0.087135,
0.115186,
0.193235,
0.498588,
0.656203,
0.448893,
0.166871,
0.171758,
0.053634,
0.144919,
0.143484,
0.184681,
0.460955,
0.583065,
0.541225,
0.176780,
0.211677,
0.084417,
0.109697,
0.101018,
0.092778,
0.961787,
0.063008,
0.088653,
0.101332,
0.122053,
0.048638,
0.042087,
0.022626,
0.034934,
0.893405,
0.013305,
0.018041,
0.044088,
0.439900,
0.246679,
0.100423,
0.085783,
0.036390,
0.044242,
0.060968,
0.079771,
0.309890,
0.901284,
0.226561,
0.212179,
0.300899,
0.366665,
0.355390,
0.568749,
0.117085,
0.300029,
0.353784,
0.107066,
0.184518,
0.270362,
0.469852,
0.349493,
0.653585,
0.239359,
0.175779,
0.152064,
0.101832,
0.130239,
0.169105,
0.337142,
0.422707,
0.604193,
0.448140,
0.195447,
0.218283,
0.064706,
0.157449,
0.216705,
0.227397,
0.520448,
0.541349,
0.464627,
0.194668,
0.233784,
0.066589,
0.091258,
0.116434,
0.094376,
0.966907,
0.075644,
0.103872,
0.073763,
0.088957,
0.051153,
0.044507,
0.020248,
0.039036,
0.939673,
0.017858,
0.032386,
0.072107,
0.322360,
0.198252,
0.081768,
0.089732,
0.074734,
0.115529,
0.116510,
0.139253,
0.428039,
0.843115,
0.245181,
0.207421,
0.427651,
0.460566,
0.256091,
0.141138,
0.110850,
0.445569,
0.453360,
0.140144,
0.211500,
0.395244,
0.620065,
0.452950,
0.282994,
0.232674,
0.196333,
0.130367,
0.083806,
0.105363,
0.203518,
0.376104,
0.677333,
0.458440,
0.326383,
0.141365,
0.059532,
0.047651,
0.114802,
0.249964,
0.252925,
0.713324,
0.499265,
0.283692,
0.108799,
0.087648,
0.048246,
0.069682,
0.108497,
0.093462,
0.975978,
0.110069,
0.068756,
0.031636,
0.043973,
0.041382,
0.029956,
0.024660,
0.046116,
0.982817,
0.033321,
0.036996,
0.109524,
0.119377,
0.325934,
0.151117,
0.247178,
0.477271,
0.333210,
0.283550,
0.232083,
0.367685,
0.448958,
0.223026,
0.221885,
0.392942,
0.600342,
0.458835,
0.189217,
0.168259,
0.252878,
0.218223,
0.173154,
0.227625,
0.321470,
0.493642,
0.621215,
0.279050,
0.160309,
0.242275,
0.151677,
0.135914,
0.149755,
0.223009,
0.357860,
0.724194,
0.400834,
0.176479,
0.207573,
0.148148,
0.064470,
0.125865,
0.222289,
0.222116,
0.625945,
0.399301,
0.165069,
0.323114,
0.445371,
0.119363,
0.030895,
0.064640,
0.134923,
0.850759,
0.104302,
0.053445,
0.248488,
0.403910,
0.119190,
0.049462,
0.018971,
0.033168,
0.967412,
0.067918,
0.070180,
0.101616,
0.161669,
0.552077,
0.232901,
0.196087,
0.341988,
0.160953,
0.160862,
0.219904,
0.277342,
0.555432,
0.266124,
0.278089,
0.302360,
0.512176,
0.257647,
0.138762,
0.219925,
0.394328,
0.456729,
0.257314,
0.324453,
0.339774,
0.434990,
0.278723,
0.236660,
0.143585,
0.448687,
0.410153,
0.449789,
0.208731,
0.245092,
0.292029,
0.303371,
0.288670,
0.268818,
0.440140,
0.409170,
0.341625,
0.072456,
0.067355,
0.084530,
0.227842,
0.186601,
0.254472,
0.514685,
0.670800,
0.204510,
0.024328,
0.034183,
0.136235,
0.675425,
0.076047,
0.086651,
0.387783,
0.563906,
0.105217,
0.072869,
0.008571,
0.026171,
0.972122,
0.110953,
0.136607,
0.044840,
0.069690,
0.426707,
0.272262,
0.120284,
0.119902,
0.155010,
0.341871,
0.572084,
0.346345,
0.356106,
0.361757,
0.207191,
0.165106,
0.145293,
0.123437,
0.225683,
0.318511,
0.518294,
0.584455,
0.517797,
0.272279,
0.227017,
0.193819,
0.088753,
0.166491,
0.140767,
0.499700,
0.513359,
0.585475,
0.254585,
0.260405,
0.199586,
0.180284,
0.194804,
0.240096,
0.477450,
0.358755,
0.449778,
0.127292,
0.112113,
0.083879,
0.177948,
0.191322,
0.414563,
0.484376,
0.535855,
0.173456,
0.080517,
0.061245,
0.137290,
0.772406,
0.174107,
0.311606,
0.342493,
0.315448,
0.138004,
0.090931,
0.056550,
0.071070,
0.955425,
0.083997,
0.126476,
0.052138,
0.160720,
0.671778,
0.163476,
0.150196,
0.131470,
0.120810,
0.225990,
0.322531,
0.192533,
0.524773,
0.654399,
0.163714,
0.139968,
0.105154,
0.094692,
0.124130,
0.154833,
0.215440,
0.647727,
0.596743,
0.144675,
0.086112,
0.099372,
0.051144,
0.134051,
0.169846,
0.272003,
0.694448,
0.542337,
0.226150,
0.126357,
0.158607,
0.234720,
0.314640,
0.213970,
0.258713,
0.588896,
0.508093,
0.207324,
0.150966,
0.147329,
0.246205,
0.310753,
0.295585,
0.271264,
0.579848,
0.425125,
0.075572,
0.097693,
0.143755,
0.617596,
0.237739,
0.334225,
0.247086,
0.415507,
